course,grade,price,type,per_price
地理,初二,1800,面授,12
生物,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
地理,初二,1800,面授,12
生物,初二,1800,面授,12
地理,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初二,600,直播,12
生物,初二,600,直播,12
生物,初二,600,直播,12
生物,初二,600,直播,12
生物,初二,600,直播,12
生物,初二,600,直播,12
生物,初二,600,直播,12
政治,初三,600,直播,12
政治,初三,600,直播,12
政治,初三,600,直播,12
历史,初三,1800,面授,12
生物,初三,1800,面授,12
地理,初三,1800,面授,12
生物,初二,1800,面授,12
地理,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初三,1800,面授,12
历史,初三,1800,面授,12
历史,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
生物,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
地理,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初三,1800,面授,12
生物,初三,600,直播,12
生物,初三,600,直播,12
生物,初三,600,直播,12
生物,初三,600,直播,12
生物,初三,600,直播,12
生物,初三,600,直播,12
生物,初三,600,直播,12
地理,初三,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
生物,初三,1800,面授,12
生物,初二,1800,面授,12
历史,初三,1800,面授,12
生物,初二,1800,面授,12
历史,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
地理,初三,1800,面授,12
历史,初三,600,直播,12
历史,初三,600,直播,12
历史,初三,600,直播,12
历史,初三,600,直播,12
地理,初二,600,直播,12
地理,初二,600,直播,12
地理,初二,600,直播,12
地理,初二,600,直播,12
地理,初二,600,直播,12
地理,初二,600,直播,12
地理,初三,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
政治,初三,1800,面授,12
地理,初二,1800,面授,12
政治,初三,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
地理,初二,1800,面授,12
政治,初三,1800,面授,12
地理,初二,1800,面授,12
生物,初三,1800,面授,12
地理,初三,1800,面授,12
生物,初三,1800,面授,12
历史,初三,1800,面授,12
历史,初三,1800,面授,12
地理,初三,1800,面授,12
地理,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
历史,初三,1800,面授,12
生物,初二,1800,面授,12
历史,初三,1800,面授,12
地理,初三,1800,面授,12
历史,初三,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
生物,初二,1800,面授,12
地理,初三,1800,面授,12
化学,初三,599,面授,6
数学,初三,599,面授,6
数学,初三,599,面授,6
数学,初三,599,面授,6
数学,初三,599,面授,6
物理,初三,599,面授,6
物理,初三,599,面授,6
英语,初三,599,面授,6
英语,初三,599,面授,6
语文,初三,599,面授,6
联报,初三,299,直播,10
联报,初二,299,直播,8
联报,初一,299,直播,6
数学,初一,599,面授,6
英语,初一,599,面授,6
语文,初一,599,面授,6
物理,初二,599,面授,6
物理,初二,599,面授,6
物理,初二,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
物理,初二,599,面授,6
物理,初二,599,面授,6
物理,初二,599,面授,6
化学,初三,599,面授,6
化学,初三,599,面授,6
数学,初三,599,面授,6
物理,初三,599,面授,6
物理,初三,599,面授,6
英语,初三,599,面授,6
英语,初三,599,面授,6
语文,初三,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
数学,初二,599,面授,6
数学,初二,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
物理,初二,599,面授,6
语文,初二,599,面授,6
语文,初二,599,面授,6
英语,初一,599,面授,6
语文,初一,599,面授,6
数学,初二,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
数学,初二,599,面授,6
数学,初二,599,面授,6
英语,初二,599,面授,6
英语,初二,599,面授,6
英语,初二,599,面授,6
英语,初二,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
数学,初二,599,面授,6
数学,初二,599,面授,6
数学,初二,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
语文,初一,599,面授,6
物理,初二,599,面授,6
物理,初二,599,面授,6
数学,初一,599,面授,6
数学,初一,599,面授,6
生物,初三,600,录播,3
生物,初三,600,录播,3
生物,初三,600,录播,3
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
生物,初三,600,录播,3
生物,初三,600,录播,3
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
英语,初二,599,面授,6
英语,初二,599,面授,6
英语,初二,599,面授,6
语文,初二,599,面授,6
语文,初二,599,面授,6
语文,初二,599,面授,6
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
联报,初三,60,面授,13
历史,初三,600,录播,3
历史,初三,600,录播,3
历史,初三,600,录播,3
历史,初三,600,录播,3
政治,初三,600,录播,3
政治,初三,600,录播,3
政治,初三,600,录播,3
地理,初三,600,录播,3
历史,初三,600,录播,3
历史,初三,600,录播,3
历史,初三,600,录播,3
政治,初三,600,录播,3
政治,初三,600,录播,3
政治,初三,600,录播,3
地理,初三,600,录播,3
地理,初三,600,录播,3
政治,初三,600,录播,3
地理,初三,600,录播,3
物理,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
历史,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
地理,初三,600,面授,3
联报,初一,299,直播,6
语文,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
地理,初三,600,面授,3
历史,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
生物,初三,600,面授,3
英语,初三,600,面授,3
地理,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
生物,初三,600,面授,3
物理,初三,600,面授,3
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
英语,初一,599,面授,6
数学,初二,599,面授,6
物理,初二,599,面授,6
生物,初三,600,面授,3
英语,初三,600,面授,3
地理,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
生物,初三,600,面授,3
历史,初三,600,面授,3
地理,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
生物,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,1800,面授,3
语文,初三,1800,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
生物,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,1800,面授,3
英语,初三,1800,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,1800,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,1800,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
历史,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
生物,初三,600,面授,3
英语,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
生物,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
地理,初三,600,面授,3
历史,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
地理,初三,600,面授,3
历史,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
语文,初三,600,面授,3
生物,初三,600,面授,3
历史,初三,600,面授,3
地理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,1800,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,1800,面授,3
英语,初三,1800,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
英语,初三,600,面授,3
历史,初三,600,面授,3
地理,初三,600,面授,3
英语,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
数学,初三,600,面授,3
英语,初三,600,面授,3
化学,初三,600,面授,3
地理,初三,600,面授,3
化学,初三,600,面授,3
化学,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
化学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
语文,初三,600,面授,3
语文,初三,600,面授,3
英语,初三,600,面授,3
语文,初三,600,面授,3
物理,初三,600,面授,3
联报,初一,7980,住宿,90
联报,初三,299,直播,10
联报,初一,299,直播,6
联报,初二,299,直播,8
英语,初二,3280,住宿,40
英语,初三,3280,住宿,40
英语,初一,3280,住宿,40
英语,初二,3280,住宿,40
英语,初三,3280,住宿,40
英语,初一,3280,住宿,40
数学,初三,600,面授,3
语文,初三,600,面授,3
数学,初三,600,面授,3
生物,初三,600,面授,3
生物,初三,600,面授,3
数学,初三,600,面授,3
联报,初三,299,直播,10
联报,初一,299,直播,6
联报,初二,299,直播,8
英语,初一,3280,住宿,40
英语,初一,3280,住宿,40
联报,初二,7980,住宿,90
联报,初二,7980,住宿,90
英语,初二,5980,住宿,60
英语,初二,5980,住宿,60
联报,初一,7980,住宿,90
英语,初一,5980,住宿,60
联报,初三,7980,住宿,90
联报,初二,15880,住宿,118
联报,初一,15880,住宿,118
联报,初三,15880,住宿,118
英语,初三,12150,住宿,78
英语,初三,12150,住宿,78
英语,初三,5980,住宿,60
英语,初三,5980,住宿,60
联报,初三,15880,住宿,118
联报,初一,7980,住宿,90
联报,初三,7980,住宿,90
联报,初二,7980,住宿,90
联报,初一,7980,住宿,90
联报,初二,7980,住宿,90
联报,初二,15880,住宿,118
联报,初一,15880,住宿,118
联报,初一,7980,住宿,90
联报,初三,7980,住宿,90
联报,初三,7980,住宿,90
历史,初一,400,录播,8
历史,初一,400,录播,8
政治,初一,400,录播,8
政治,初一,400,录播,8
联报,初一,7980,直播,90
联报,初一,15880,直播,120
语文,初一,2999,面授,30
英语,初二,5980,住宿,60
联报,初二,7980,住宿,90
英语,初二,3280,住宿,40
英语,初三,3280,住宿,40
英语,初一,3280,住宿,40
英语,初二,3280,住宿,40
英语,初三,3280,住宿,40
数学,初三,600,面授,3
语文,初三,1800,面授,3
英语,初三,1800,面授,3
数学,初三,600,面授,3
物理,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
数学,初三,600,面授,3
生物,初一,400,录播,8
生物,初一,400,录播,8
生物,初一,400,录播,8
政治,初一,400,录播,8
政治,初一,400,录播,8
政治,初一,400,录播,8
政治,初一,400,录播,8
生物,初一,400,录播,8
生物,初一,400,录播,8
生物,初一,400,录播,8
